review,movie,studio,release_date,genres,rate,author,date,link
"There is absolutely NO way this film is a zero. Yes, it lacks the heart of the first one, yes Mater is the main character, and yes Larry the Cable Guy is an awful comedian, but this movie is still somewhat entertaining. For the record, if you hate Larry the Cable Guy, you probably will hate the movie as he gets about 80% of the screen time. There are a lot of things that kids will not get, but both of my daughters, 7 and 4, enjoyed it. It got a few chuckles out of me, and parts of it were pretty good. I actually really enjoyed how Pixar poked a little good natured fun at the James Bond franchise while trying to weave a story kids will enjoy. Still, rent it on DVD when it comes out, don't spend your money at a theatre to see this. As to the people who say the animation is terrible, I think you might have seen a different movie. I saw it in IMAX 3D and was blown away by the animation. The street scenes, racing scenes, and backgrounds are amazing.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",5,utmam,"Jun 25, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
Cars 2 does not have the same flare or attachment to the story and characters as you would expect for a Pixar movie although the solid spy story and well used car puns keep this movie enjoyable. The mane problem I found with this movie is that it was so focused on it's story telling it forgot about the characters in it. While one watches this movie they will feel very distant from the characters but they will recognize the good story and it's complexities.,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",7,cabrita,"Jun 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"To all of you bashing this movie...REALLY!? Lighten up a bit, ok! Take a moment and think about who this movie is made for. It's not made for you, it's made for your kids. Pixar has set the bar very high, no doubt, but when it comes down to it, they're movies are made for children. I just have to laugh at how people can be angry over a movie that is about talking CARS. Are you also going to tell me that movie is just too unrealistic!? When you see this movie, you should judge it by your children's faces afterwards and not by your issues with the plot or anything else. My 5-1/2 and 4 year old boys LOVED this movie and SO DID I! We will go see it again and I have no doubt it will be even better the second time.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",9,Soes72,"Jun 26, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"This isn't bad, it's just not that good. Way different feel to the first, and pretty much feels like a cash grab. Not for younger kids, but not really sure who would enjoy it!",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",6,shimano6000,"Jul 16, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"I actually enjoyed it. It brought back memories of the first, one of my favorite movies. I enjoyed the story, voice acting, action, and humor. It was great.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",9,MonkiReviews,"May 27, 2017",https://www.metacritic.com/movie/cars-2/user-reviews
"A VHS copy of the musical ""Hello, Dolly"" is the robot's most-prized possession. ""WALL-E"", a lonely earthbound portable garbage compactor, makes a recording of the duet ""It Only Takes a Moment"" because the song moves him, inspiring the machine to hold his own hand, in imitation of the characters who have fallen for each other, from a long-ago past when the planet was habitable. Nothing green grows on earth anymore. The detritus of human civilization, bearing a color scheme that's nearly monochromatic in its brownness, is all that's left. Overrun by trash, entire populations boarded vast spaceships, leaving WALL-E behind with the endless job of minimizing waste into stacked cubes, while the planetary refugees floated around space in what are, essentially, movable countries, displaced indefinitely from their homes. But what does hardware know about love? How can something made out of microprocessors and integrated circuits develop a consciousness? At what point in time did ""it"" evolve and become a ""he""? It's only a matter of time before robots like Eve(as in Adam &) supplant a human race made morbidly obese by generation upon generation of insentient living. Whereas ""WALL-E"" presents a dystopian take on our extrapolated planet that's easily identifiable, ""Cars 2""(and ""Cars""), obscures the nightmarish elements of a four-wheeled society through the audience's supposition that this largely inorganic world is an alternate one. Under closer scrutiny, ""Cars"" starts to look more and more Cronenberg-ian, in which the pornography of auto fetishism in ""Crash"" actually gets put into practice. Let's meet the Flintstones again. Similar to the animated series, with its parodic names like Rock Quarry and Cary Granite to corroborate the Jurassic Period setting, both films use car-centric names(Bob Cutlass, Brent Mustangburger) as a means of harmonizing its metal beings with this variant earth. But when it comes to places, in which Bedford becomes Bedrock,  the conversion process stalls in ""Cars 2"" stalls, leaving the names of Paris, Tokyo, and London in its original incarnation, and furthermore, the landmarks of the cities(for instance, the Eiffel Tower) remain unaltered. Where are we, exactly? In ""Planet of the Apes"", the astronaut learns that he traveled across time, not space, when he discovers Lady Liberty in ruins, decapitated and rusting, along the shoreline of what turns out to be the Atlantic Ocean. Dr. Zaius' best efforts to perpetuate the long-standing notion of simian superiority is undermined by a chimpanzee, the archaeologist Cornelius, who unearths artifacts which proves that apes evolved from man during his cave excavations in the forbidden zone. ""Cars"" shares with ""Planet of the Apes"" the same conspiracy: the suppression of evolution. While remaining silent on the subject of man, despite the cars' admission that dinosaurs existed, they give themselves away, therefore deeming full disclosure of the timeline a moot point. Unlike Dreamworks, whose ""Shrek"" films employ a lot of pop culture references, Pixar avoids such anachronisms(the post-modernism of pastiche) yet in ""Cars"", Kenny G.'s ""Songbird"" scores a cheap laugh when a car gang puts Mack to sleep with the easy-listening jazz, causing the truck to lose his precious cargo(Lightning McQueen). This instrumental, like the videotape in ""Wall-E"", proves that man existed. Quite possibly, he's the missing link. Bolstering this theory, a VW bus, an auto-hippie, without any spoofing appellation, names Hendrix, after a military jeep voices his displeasure with the metalized version of ""The Star-Spangled Banner"". This is our earth, not some near-identical equivalent, like the one in the Tim Burton remake, where the film ends with a man staring aghast at the Lincoln Memorial, augmented with ape-like features. These cars are partly human. Vestiges of their humanity can be glimpsed in their faces. In addition to the eyes, Lightning has a tongue, while Mater sports buckteeth like a hayseed. And somewhere in the recesses of their ""brains"", these evolved vehicles remember sex. In ""Cars"", Mater throws Lightning into a homosexual panic as the tow-truck uses his hook on the auto racing car's undercarriage(read; sodomy). Likewise, the spy in ""Cars 2"", as suggested by the double entendre inherent in the name Holly Shiftswell, denotes a woman who was mustard in the sack. Unlike ""Planet of the Apes"", perhaps the conspiracy is an extra-diegetic one. In ""Cars"", Sally waxes nostalgic about Radiator Springs in the fifties. This history runs concurrently with the our timeline. What if she's lying? What if the conspiracy is the film itself, in which the narrators, both omniscient and first-person are fallible? In the climactic race for the coveted Piston Cup(""Cars""), a blimp hanging over the stadium reads ""Light Year"". It's a clue. Exactly what year is it in this planet of the cars? Maybe these aren't Anno Domini times.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",4,Shiira,"Aug  5, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
Amazing film Amazing film  Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film Amazing film,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",9,Sime88,"Jun 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"This movie is pretty much like it's predecessor in that it is full of slick visuals, light plot and sub-plot to keep children tuned-in. Unfortunately, my kids fell asleep halfway through. I enjoyed the movie. I enjoyed the pre-movie short featuring the ""Toy Story 3"" gang even more so. Go figure!",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",6,petegutz2,"Jul 15, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"I have now seen the movie Cars 2 3 times and in between have refreshed my memory of Cars. Cars 2 is FANTASTIC!! It's funny, it's clever and it's the best sequel to any movie that has been produced in a very long time. I wondered where Lightning and the other wonderful characters would end up after Radiator Springs. Total props to the creative folks at Pixar! Once again the talented people there have transformed a surreal place, time and characters to a mind blowing realistic world.  To the people that have complained about taking the America out or not making McQueen the star attraction, for one, the movie is ""CARS 2."" Not Lightning McQueen. You all must have owned a lemon when you were much younger and you are bitter and jealous. For the ones that thought Cars 2 was ""violent"" for their children to see. I will not and would hope Disney would never apologize for the grown up interactions in the movie since Cars came out in 2006. Against your will your children have grown up and amazingly so did the characters and concept of the movie. Did your child enjoy ALL of the Shrek movies? What about the Toy Story movies? How about the Suite life of Zack and Cody? Regardless of what your personal, out of date opinion is of Cars 2 is, they seamlessly integrated new characters, an interesting mission with real world facts and may have even set up the chance for a spin off. What will you do then? Tell your child nothing changes? No one grows up? Good luck. Get over your self. Kids love this movie. So what's wrong with you?",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",10,JAmph,"Jul 20, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"What?!?!?! Pixar can make a bad film?! The Apocalypse really is near! LOL. I saw this while in Minnesota with my cousins, expecting an enjoyable experience. Sadly, it felt lie I was watching one of those straight-to-video Disney films they keep making. That doesn't mean it's unbearable. The jokes are kind of amusing, and it accidentally spoofs the summer blockbuster. I think it would have been good, if only Mater hadn't been made the main character. That really reminds you of Family Matters making Urkel the main character.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",6,buellerbueller,"Aug 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Well Pixar has done it again. Cars 2 may not be the best Pixar has done , it is still fun to watch. Many new voice actors were brought in for this movie, Eddie Izzard, Jeff Gordon, Michael Caine, Jeff Garlin, Bruce Campbell and many others, my favorite was Michael Caine. Caine is good in most things, and this spy character he pulls off perfectly. AS with most Pixar movies the animation is top notch, and the final 25 minutes are great amounts of CG. The film does start out kind of stupid but it then gets really entertaining. My only gripe i have about the movie, is how it differs a lot from the first film, the first film was a racing movie and very heartwarming, this one is more of an action movie and spy movie than a racing movie, plus the plot is all over the place. But the comedy is still spot on with this movie, it still has all the original characters as the original, Mater, Sally, Flo, Ramone, Sarge, Filmore, Guido, Luigi, the only one not there is Doc Hudson. Now i was wondering how they were going to do Doc for the movie, if they were going to kill him off, or if they were going to get another voice actor for him like they did for Slinky in the new Toy Story. Speaking of Toy Story there is a fantastic short film before the movie that is about all the Toy Story 3 characters having a hawaian vacation. if you are looking for a decent animated film definitely check this out.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",6,skeletonking123,"Sep 10, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"""Cars 2"" Has took away from me sweet 90 minutes, Which I will never ask back.I really loved the world race thing,good job Disney.A nice experience of relaxing movie, which combines action,fantasy, and extremely fun  and epic cars world, Which I wish to visit only in my dreams.83/100.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,Reviewhunter,"Feb  5, 2012",https://www.metacritic.com/movie/cars-2/user-reviews
"You may call it a crime to like ""Cars 2"", but I truly did. While its storytelling isn't spectacular and has similar elements that has been done before, it has visuals, humor, and well written scenes that somehow make up for it. ""Cars 2"" is a kid film that isn't shallow and stupid, it's complex and full of fun energy. It could be the worst Pixar film, but it's better than nearly three-fourths of the animated films that come out today.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,jeff_reviews,"Jul  4, 2013",https://www.metacritic.com/movie/cars-2/user-reviews
"There is a little bit of fun to be had, but Cars 2 is a very messy and incoherent film that made the fatal mistake of making the comic relief from the first Cars the main character of this one.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",4,WheelzFourReelz,"Dec 29, 2014",https://www.metacritic.com/movie/cars-2/user-reviews
"I'm a huge fan of Pixar, but not of the Cars franchise. Despite that, I still think they were decent movies. The plot of Cars 2 is pretty unique and pays homage to classics spy movies. Does it fail miserably? I wouldn't say so. Despite the lack of heart of most Pixar movies, this movie is surprisingly dark for their standards. Death is common and even torture is seen. While I think it's rather inappropriate for a family movie, I'm particularly fine with such themes and I kind of enjoyed it. The plot is not that good and I can't stand Mate, but at least we got explosions for some cheap entertainment.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",7,Silca,"Jul 20, 2016",https://www.metacritic.com/movie/cars-2/user-reviews
"Ok i loved this movie and the last movie but heck doc hudson my favorite character was not! And yes I know he died of cancer but still its the people who wants him to be in the movie, they should have use picked a new voice actor and the cars 3 which is comming is roughly 1 year i really with doc hudson will show up he better show up! and that is the only reason why i gave this movie 8 and not 10 overall the action and violence well it was very mild and i'd say people are being irrational because the film it self is very good for example the kids who watched it when they were say 8 then cars 2 came out they will be 13 which fits perfectly but i do reccomend this film",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,E-moon,"Jul 18, 2016",https://www.metacritic.com/movie/cars-2/user-reviews
"The only real reason people seriously despise this movie is that it is about cars. They complain about the consumerism and the merchandising yet forget that that is what most of the movie industry is. They say it is fine that every other company has sequels, yet they go mad when Pixar makes one. Why does Pixar have to be shamed for making a sequel, now? Even with the fact that this movie is a sequel, it has great writing and character development, and the animation is luscious and fantastic; there are little details everywhere. It should also be said that people think it's some dumb comedy; did they not watch the movie? It's an action flick, and it's a smart one at that.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,SomePersona,"Feb 10, 2017",https://www.metacritic.com/movie/cars-2/user-reviews
"Cars 2 is a more entertaining and fun movie than the first one. I like the character developments in both of them, yet I feel they might be the same. It talks about friendship, but also has side storylines to include more characters. Memorable and fun, with good characters and a good storyline.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,dashtag,"Aug  5, 2017",https://www.metacritic.com/movie/cars-2/user-reviews
"Cars 2 was a very emotional joyride that improved on the first story. It had very diverse set of appealing characters like Finn, Francesco, and all the new racers. This film had the most representation of any Pixar film. They had very colourful backgrounds that contrasted well with Mater's rusty shell. I liked the airplane scene, though short, it showed the development of Mater and McQueen's friendship. The animation quality became way better than the original Cars allowing for the animation of the many gadgets that Finn uses. Miles Axelrod, was a very cunning and well written character, the twist that he was the head lemon was hinted at throughout the whole movie and was beautifully implemented when it was revealed. And Cars 2 showed that Pixar know about ongoing racism and is not afraid to tackle it by the use of the ""lemons"". The lemons are oppressed and want to change, but the world is not kind. The social story of lemons was a very inspiring addition to the film. I recommend the people should watch this, young and old, it doesn't matter if you haven't seen Cars 1, everybody should watch this beautiful tale of action, espionage, emotion, society, and friendship. I watch Cars 2 a few times a day, that is how beautiful it is.The jokes were very funny and enjoyable, and there is a wonderful magical empowering score befitting a story like this. Mater reminds me of Steve Rogers when he said that ""I know what you're going through. everybody has been laughing at me my entire life too, but becoming powerful and rich beyond your wildest dreams ain't gonna make you feel better."" this has to be one of the best words spoken in film history, though the some of the lemons were not swayed, I was, and I live by those words. This movie, no, this Masterpiece has made me a better person.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",10,MCDawgs,"Sep 14, 2018",https://www.metacritic.com/movie/cars-2/user-reviews
"Watching Cars 2 is like being a kid again. Some say it's cash grabbing, Pixar selling out just so that Disney can sell toys, but when I was watching it all I saw was the animators' love for cars. This was made for fans and not for adult critics - how they reimagined locales and included all the different cars and vehicles. It does differ than most Pixar movies in that it's not as ""emotional"" or heart touching; I actually think other Pixar films are over rated and feel like they're always trying to force scenes to make adults cry or something. But the spy themed story was pretty complicated and very similar to say Quantum of Solace. Some people found Mater to be annoying and I thought so too at first but after repeated viewings I could understand him and his friendship with McQueen felt more real. The jokes were enjoyable and definitely smarter than animated films from other companies.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",9,notebookdoodles,"Oct 21, 2018",https://www.metacritic.com/movie/cars-2/user-reviews
"When there are parents and children up and walking around the theater literally during the entire movie, you know it's not holding anyone's attention.  Most of the best jokes are in the movie trailer.  We were very disappointed.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",3,jdxah123,"Jun 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"I'm honestly surprised by all the hatred this movie has received. Sure, it's not a GREAT movie, but is it terrible? No. It's a decent movie with a few funny moments and some spectacular animation, but it probably is Pixar's ""least best"" movie. Still worth seeing, though.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",7,PixarRulesAll,"Jan  8, 2013",https://www.metacritic.com/movie/cars-2/user-reviews
"This movie lacked a few things like: A coherent storyline, compelling or likable characters, and, generally, everything that made most Pixar movies memorable. It was clear that many people were losing interest in the movie, kids and adults alike, as people struck up conversations, or walked about. While watching, I couldn't help but feel that this was similar to early Dreamworks Animation movies that tried to copy Pixar's style rather than an actual Pixar film. All in all, it felt like a cash grab that purposely misled customers through their ads by not telling us that Mater was the lead in this film - not Lightning McQueen as the ads portrayed.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",3,Captiosus,"Jul  1, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Pixar's first true bomb. Even technically, it's at best of average and inconsistent quality. The first few scenes in Radiator Springs made me gasp out loud at how hurried and lifeless it looked compared to the loving attention to detail given to the first film. With cutout facsimiles of the original characters, an overly complex, confusing and dialogue besieging plot, and devoid of the heart and wit found in every other Pixar movie, I look forward to the documentary made to reveal the truth about how this awful train wreck of a movie came to be. Unbelievably disappointing.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",3,Reviewlations,"Jun 26, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Okay Pixar has let us down completely, Cars 2 is boring, occasionally funny, and just terrible story telling right in the middle of it. And um where is all the heart Cars had which got it all the good reviews. Hmm Pixar can we trust you. And most of all making another Cars means that this franchise has no place in the other world that Pixar has created. Which makes it the more disappointing. I give this film a 32% of a good movie.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",3,heyitsmegrif4,"Jul 22, 2012",https://www.metacritic.com/movie/cars-2/user-reviews
"A plot somewhat long and boring, something that would use as a punishment in case my children do something wrong. Expecting much more than this sequel, very bad pixar.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",5,DDtcs,"Jun 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Car 2, a John Lasseter film. This piece of crap does not deserve to where the Pixar label.  The only redeeming quality of the film was the incredible location artwork.  Lasseter vilifies the very industry that supplies the raw materials used to make all the plastic toys they hoped to sell.  Pixar should not bother with Incredibles 2 if it will receive the same treatment.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",1,genxmoviegoer,"Jun 26, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Is it just me or did Pixar focus way too much on the action than on their beautiful moments they have done in the past? (Toy Story 3, Up, WALL-E, etc.) In this movie, Mater is the protagonist rather than Lightning McQueen. They're off to Tokyo, Japan. After that, the movie went down too hard. This isn't James Bond or Mission: Impossible. We don't need a sequel to Cars. We don't even need Cars 3.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",4,EpicLadySponge,"Dec 27, 2015",https://www.metacritic.com/movie/cars-2/user-reviews
"Ok I agree that the animation is really good, but the complicated plot was definitely not made thinking of a young (little kids 3-8 year olds) Most of the reviews that gave them a 10 or a positive review was thinking as an adult but if you remember that this movie is supposed to be for little kids, they failed tremendously. I was completely shock with the amount of guns and violence, seriously for a pixar's movie, how can Disney allow this? As a mom of 3 little boys who adored cars and their whole world and my wallet was all about cars they really messed it up. They were frightened by all the gun power of the first 5 minutes and they were lost in the plot. Who ever made the plot (probably a James Bond Fan) totally forgot who his target  audience was, young children! Do NOT take your little kids to watch this movie unless they are over 8 probably or take them if you are one of those parents who could care less about the amount of violence their child's watchesThe toy story short at the beginning is the only true terrific thing about the movie and the animation, the technical part.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",2,momof3boys,"Jun 28, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"This film is terrible. You may ask yourself, why did Pixar make a sequel to their objectively worst film ever? Why give Mater and Larry the Cable Guy, arguably the worst ""comedian"" ever, more screen presence? I'll tell you why. Cars has made 8 BILLION dollars in merchandise sales since it's release. Yes, 8 billion. $8,000,000,000. Really, they would be stupid not to make another one. They are, after all, a business. They're in it for the money. But they should seriously at least attempt to retain their artistic integrity. Since Cars, Pixar released not only their four greatest films, but four of the greatest animated films ever made. They broke their streak with this film. They're artistic geniuses, they're capable of so much more, yet they squander it on this trash. They sacrifice their honor in the name of the all-mighty dollar. So take your kids to see this piece of filth, buy them their Cars toys and backpacks and lunchboxes. Contribute to the artistic downfall of the greatest animation studio ever. This is a terrible film. I gave it an honest chance because Toy Story 3 was a sequel that outdid both of the previous films, proving Pixar can pull of cashgrabs while making a quality film, but this is a piece of trash. If Brave doesn't prove they can continue the quality we saw in movies like Wall-E and Up, I honestly will lose all faith in Pixar.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,Selaphiel,"Jun 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Big mess, lot of noise, the audience is not required to understand what's going on, who and how. Humans are replaced by talking cars, boats and airplanes, to get used to that half of the movie would have gone. If this movie is intended for kids, they didn't understand it, if it is for grownups they didn't like it. There is no real storyline, scattered events, non-related, just to have the two hours gone, but very slowly, boringly.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",4,Hfahmy,"Jun 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Terribly disappointing.  Very little attention paid to the characters or the animation.  Clearly a money grab.  Avoid this movie at all cost, the studio should pay for the crap they have delivered.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",3,WeAreOne,"Jun 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
Very disappointing! Rambo is a kid story compared to this unbelievable Cars 2! If I knew the movie would be so violent I wouldn't take my son to watch it!,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",1,diogoat,"Jun 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
We didn't make it to the end of the movie.  My daughter was so bored she was running around.  We had to leave and that did not bother me.  I guess I will get it when it comes out on DVD but I am glad I did not pay for 3D.,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",2,rucknrun,"Jul  5, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Let's start with this. I'm going to guess that Pixar did not devote enough effort to this movie. Given a cursory glance at the credits, it seemed unusually short for a Pixar movie, but I could've been distracted. Remember also that the release date was move up a year from the original 2012 release date for unknown reasons. It seems that Pixar is under pressure to get movies out every year, rather than focusing on quality, which is quite honestly, a disturbing trend. It shows in the movie as well. The story is a blend of a spy movie with the normal Pixar themes of ""don't ditch your friends"" etc. The spy sections work well. The normal Pixar themes feel forced and unnatural in the context of the plot. Mater has his moments, but is not a strong enough or deep enough character to carry the movie and ended up being very annoying towards the middle of the film. The animation is as always fantastic, the sets were awesome, the water physics are getting much better, can't complain much there. That being said, Cars 2 is still a pretty fun ride. But it definitely wasn't given the attention that it desperately needed. Hopefully Pixar's just saving it for Brave, their next original movie.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",6,Falindrith,"Jun 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"I will say that the movie was very good and worth seeing. On the other hand, i don't know if seeing it a second time is in my close future. I heard a review saying how it is hard to make a good movie like this because cars don't have hands and using front wheels as hands is a stretch. I halfway agree with that, but i still say you can't hate this movie. Go see it once, but I don't know about a second time.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,Ironmonger,"Jun 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"I'm glad the drive-in theater i saw this movie at showed this movie as a double feature with pirates of the Caribbean, because if it would've just shown pirates, I would've Demanded my money back.  This movie was a hilarious comedy good for all ages.  I saw this movie with my friend, and i'm really glad i did, because we we were laughing so hard the movie became a real bonding experience.  Mater (voice by Larry the Cable Guy) makes the movie funny, going into the ladies room in japan, mistaking wasabe ice cream and going gonzo with the voice activated disguise machine is adds to the enjoyment of the movie. Love how they brought in popular T.V. shows in with The F/v Northwestern (Crabby, voice by Capt. Sig Hansen) .  A message to those of you who didn't like this movie, ""don't get your prop in a twist,"" and go see the movie again. """,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",10,guardian210,"Jun 25, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"It put several smiles on my face, i laughed several times, and I greatly enjoyed it!I'm not sure how people didn't like it...It isn't that I'm a die-hard Pixar fan and will like anything they put out. But, craftsmanship, quality, and an understanding for what really makes a humorous, yet not passively-aggressive-minded movie, shows through every frame of this movie. I'm so confused as why people don't like it. It's brilliant!If anyone from Pixar is discouraged by these ratings, and happens to be reading this, just keep doing what you've been doing. Don't let other people tell you who you are ;]",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",10,Kirillionaire,"Oct 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"This could be the first Pixar movie that disappointed us. Just like all Pixar films, the visuals and effects are stunning, but we have an under-plotted and messy story to go with it.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",5,Official,"Mar  8, 2014",https://www.metacritic.com/movie/cars-2/user-reviews
while theres not alot of character development in here it is still a site to see......................................................................,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",9,moviefan11,"Aug 28, 2012",https://www.metacritic.com/movie/cars-2/user-reviews
"As a pixar loved, I loved the first cars (well technically all of them), but the second was a BIG MESS! What happened here? boring characters, predictable spy plot and a lot more!Try harder, Pixar.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",4,reviewmatt,"Oct 11, 2013",https://www.metacritic.com/movie/cars-2/user-reviews
"I'm not sure I hate this film because I just hate racing film, or this whole thing, but this is definitely the worst Pixar film so far.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",3,LivingTribunal,"Jun 17, 2018",https://www.metacritic.com/movie/cars-2/user-reviews
"The worst Pixar movie ever. This is Pixar's bottom of the barrel and I hope they never ever do a disaster like this anymore. I'd already said it: spin-offs or sequels with the comic relief from the previous movie as the protagonist are destined to be BAD and this movie proves me right, it's no exception.The plot has absolutely nothing to do with the previous movie and focuses on a ""James Bond"" kind of spoof, what a brilliant idea, Pixar. There's nothing emotional, there's nothing exciting, interesting, there's no cute message, there's no conflict, there's nothing ""Pixar"" in its writing, the magic this company has is absolutely missing in this and it's nothing than an hour and a half waste of time. This is not a movie that was made to tell a story that people from all ages can enjoy and get something from, this is a soulless product that was made because Disney and Pixar want to sell more Cars toys and make a movie just with the money in mind without caring about anything else is the worst thing any filmmaker can ever do, it's the most deadly sin in cinema.Cars 3 is a far superior movie (Still not a great movie) and it's what this movie should've been in the first place.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,BrunoVn00,"Apr  1, 2019",https://www.metacritic.com/movie/cars-2/user-reviews
a loving comedy but its dumb why pixar u dazzle us with ur crative mind but not anymore i rather say go see KUNG FU PANDA 2 then this. this should be uses as a punishment than a gift,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,doesitmatter,"Jun 24, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
